encoder,encoder_family,dataset,query_id,query_text,query_length_tokens,nDCG@10,primary_label,labels
lstm-retriever,recurrent,fiqa,2395,Freelance site with lowest commission fees?,7.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION
conv-retriever,convolutional,fiqa,2395,Freelance site with lowest commission fees?,7.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION
mamba-retriever-fs,ssm,fiqa,2395,Freelance site with lowest commission fees?,7.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION
conv-retriever,convolutional,fiqa,2579,What to do when a job offer is made but with a salary less than what was asked for?,20.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION
mamba-retriever-fs,ssm,fiqa,2579,What to do when a job offer is made but with a salary less than what was asked for?,20.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION
bert-base,transformer,fiqa,2593,Am I “cheating the system” by opening up a tiny account with a credit union and then immediately applying for a huge loan?,26.0,0.0,LEN-LONG,LEN-LONG|NATURAL-QUESTION|MULTI-CONCEPT|DOMAIN-TERM
conv-retriever,convolutional,fiqa,2593,Am I “cheating the system” by opening up a tiny account with a credit union and then immediately applying for a huge loan?,26.0,0.0,LEN-LONG,LEN-LONG|NATURAL-QUESTION|MULTI-CONCEPT|DOMAIN-TERM
mamba-retriever-fs,ssm,fiqa,2593,Am I “cheating the system” by opening up a tiny account with a credit union and then immediately applying for a huge loan?,26.0,0.0,LEN-LONG,LEN-LONG|NATURAL-QUESTION|MULTI-CONCEPT|DOMAIN-TERM
minilm-l6-v2,transformer,fiqa,3615,My previous and current employers both use Fidelity for 401(k). Does it make sense to rollover?,22.0,0.0,LEN-LONG,LEN-LONG|NATURAL-QUESTION|NUMERIC-ENTITY|MULTI-CONCEPT
lstm-retriever,recurrent,fiqa,3615,My previous and current employers both use Fidelity for 401(k). Does it make sense to rollover?,22.0,0.0,LEN-LONG,LEN-LONG|NATURAL-QUESTION|NUMERIC-ENTITY|MULTI-CONCEPT
mamba-retriever-fs,ssm,fiqa,3615,My previous and current employers both use Fidelity for 401(k). Does it make sense to rollover?,22.0,0.0,LEN-LONG,LEN-LONG|NATURAL-QUESTION|NUMERIC-ENTITY|MULTI-CONCEPT
lstm-retriever,recurrent,fiqa,3625,What should I do with my paper financial documents?,10.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION
conv-retriever,convolutional,fiqa,3625,What should I do with my paper financial documents?,10.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION
mamba-retriever-fs,ssm,fiqa,3625,What should I do with my paper financial documents?,10.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION
bert-base,transformer,fiqa,3909,How to rescue my money from negative interest?,9.0,0.073364,NATURAL-QUESTION,NATURAL-QUESTION
conv-retriever,convolutional,fiqa,3909,How to rescue my money from negative interest?,9.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION
mamba-retriever-fs,ssm,fiqa,3909,How to rescue my money from negative interest?,9.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION
minilm-l6-v2,transformer,fiqa,3932,How do historically low interest rates affect real estate prices?,11.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION
mamba-retriever-fs,ssm,fiqa,3932,How do historically low interest rates affect real estate prices?,11.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION
bert-base,transformer,fiqa,3934,Should market based health insurance premiums be factored into 6 months emergency fund savings?,17.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION|NUMERIC-ENTITY
lstm-retriever,recurrent,fiqa,3934,Should market based health insurance premiums be factored into 6 months emergency fund savings?,17.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION|NUMERIC-ENTITY
conv-retriever,convolutional,fiqa,3934,Should market based health insurance premiums be factored into 6 months emergency fund savings?,17.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION|NUMERIC-ENTITY
mamba-retriever-fs,ssm,fiqa,3934,Should market based health insurance premiums be factored into 6 months emergency fund savings?,17.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION|NUMERIC-ENTITY
bert-base,transformer,fiqa,4205,How and why does the exchange rate of a currency change almost everyday?,14.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION|MULTI-CONCEPT
lstm-retriever,recurrent,fiqa,4205,How and why does the exchange rate of a currency change almost everyday?,14.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION|MULTI-CONCEPT
mamba-retriever-fs,ssm,fiqa,4205,How and why does the exchange rate of a currency change almost everyday?,14.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION|MULTI-CONCEPT
minilm-l6-v2,transformer,fiqa,4414,Do high interest rates lead to higher bond yields or lower?,12.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION|DOMAIN-TERM
bert-base,transformer,fiqa,4414,Do high interest rates lead to higher bond yields or lower?,12.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION|DOMAIN-TERM
lstm-retriever,recurrent,fiqa,4414,Do high interest rates lead to higher bond yields or lower?,12.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION|DOMAIN-TERM
conv-retriever,convolutional,fiqa,4414,Do high interest rates lead to higher bond yields or lower?,12.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION|DOMAIN-TERM
mamba-retriever-fs,ssm,fiqa,4414,Do high interest rates lead to higher bond yields or lower?,12.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION|DOMAIN-TERM
minilm-l6-v2,transformer,fiqa,4447,Should I always hold short term bonds till maturity?,10.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION|DOMAIN-TERM
gte-small,transformer,fiqa,4447,Should I always hold short term bonds till maturity?,10.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION|DOMAIN-TERM
lstm-retriever,recurrent,fiqa,4447,Should I always hold short term bonds till maturity?,10.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION|DOMAIN-TERM
conv-retriever,convolutional,fiqa,4447,Should I always hold short term bonds till maturity?,10.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION|DOMAIN-TERM
mamba-retriever-fs,ssm,fiqa,4447,Should I always hold short term bonds till maturity?,10.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION|DOMAIN-TERM
minilm-l6-v2,transformer,fiqa,4465,How to donate to charity that will make a difference?,11.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION
bert-base,transformer,fiqa,4465,How to donate to charity that will make a difference?,11.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION
gte-small,transformer,fiqa,4465,How to donate to charity that will make a difference?,11.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION
lstm-retriever,recurrent,fiqa,4465,How to donate to charity that will make a difference?,11.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION
mamba-retriever-fs,ssm,fiqa,4465,How to donate to charity that will make a difference?,11.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION
minilm-l6-v2,transformer,fiqa,5067,LLC: Where should the funds for initial startup costs come from?,13.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION
gte-small,transformer,fiqa,5067,LLC: Where should the funds for initial startup costs come from?,13.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION
conv-retriever,convolutional,fiqa,5067,LLC: Where should the funds for initial startup costs come from?,13.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION
mamba-retriever-fs,ssm,fiqa,5067,LLC: Where should the funds for initial startup costs come from?,13.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION
minilm-l6-v2,transformer,fiqa,5172,does interest payment on loan stay the same if I pay early,12.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION
bert-base,transformer,fiqa,5172,does interest payment on loan stay the same if I pay early,12.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION
gte-small,transformer,fiqa,5172,does interest payment on loan stay the same if I pay early,12.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION
conv-retriever,convolutional,fiqa,5356,Historical stock prices: Where to find free / low cost data for offline analysis?,17.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION
mamba-retriever-fs,ssm,fiqa,5356,Historical stock prices: Where to find free / low cost data for offline analysis?,17.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION
bert-base,transformer,fiqa,5534,How does “taking over payments” work?,9.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION
lstm-retriever,recurrent,fiqa,5534,How does “taking over payments” work?,9.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION
mamba-retriever-fs,ssm,fiqa,5534,How does “taking over payments” work?,9.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION
minilm-l6-v2,transformer,fiqa,5585,Is there any site you can find out about the 'bonus features' of credit cards?,18.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION|DOMAIN-TERM
bert-base,transformer,fiqa,5585,Is there any site you can find out about the 'bonus features' of credit cards?,18.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION|DOMAIN-TERM
lstm-retriever,recurrent,fiqa,5585,Is there any site you can find out about the 'bonus features' of credit cards?,18.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION|DOMAIN-TERM
conv-retriever,convolutional,fiqa,5585,Is there any site you can find out about the 'bonus features' of credit cards?,18.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION|DOMAIN-TERM
mamba-retriever-fs,ssm,fiqa,5585,Is there any site you can find out about the 'bonus features' of credit cards?,18.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION|DOMAIN-TERM
bert-base,transformer,fiqa,5616,How and where do companies publish financial reports?,9.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION|MULTI-CONCEPT
gte-small,transformer,fiqa,5616,How and where do companies publish financial reports?,9.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION|MULTI-CONCEPT
lstm-retriever,recurrent,fiqa,5616,How and where do companies publish financial reports?,9.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION|MULTI-CONCEPT
mamba-retriever-fs,ssm,fiqa,5616,How and where do companies publish financial reports?,9.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION|MULTI-CONCEPT
lstm-retriever,recurrent,fiqa,5763,What is the best way to get a “rough” home appraisal prior to starting the refinance process?,24.0,0.0,LEN-LONG,LEN-LONG|NATURAL-QUESTION|DOMAIN-TERM
conv-retriever,convolutional,fiqa,5763,What is the best way to get a “rough” home appraisal prior to starting the refinance process?,24.0,0.0,LEN-LONG,LEN-LONG|NATURAL-QUESTION|DOMAIN-TERM
mamba-retriever-fs,ssm,fiqa,5763,What is the best way to get a “rough” home appraisal prior to starting the refinance process?,24.0,0.0,LEN-LONG,LEN-LONG|NATURAL-QUESTION|DOMAIN-TERM
minilm-l6-v2,transformer,fiqa,5808,How do you calculate return on investment for a share of stock?,13.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION
bert-base,transformer,fiqa,5808,How do you calculate return on investment for a share of stock?,13.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION
lstm-retriever,recurrent,fiqa,5808,How do you calculate return on investment for a share of stock?,13.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION
mamba-retriever-fs,ssm,fiqa,5808,How do you calculate return on investment for a share of stock?,13.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION
lstm-retriever,recurrent,fiqa,5853,Paying Off Principal of Home vs. Investing In Mutual Fund,11.0,0.0,UNCATEGORIZED,UNCATEGORIZED
mamba-retriever-fs,ssm,fiqa,5853,Paying Off Principal of Home vs. Investing In Mutual Fund,11.0,0.0,UNCATEGORIZED,UNCATEGORIZED
bert-base,transformer,fiqa,6668,Approximate IT company valuation (to proximate stock options value),13.0,0.0,DOMAIN-TERM,DOMAIN-TERM
gte-small,transformer,fiqa,6668,Approximate IT company valuation (to proximate stock options value),13.0,0.0,DOMAIN-TERM,DOMAIN-TERM
conv-retriever,convolutional,fiqa,6668,Approximate IT company valuation (to proximate stock options value),13.0,0.0,DOMAIN-TERM,DOMAIN-TERM
mamba-retriever-fs,ssm,fiqa,6668,Approximate IT company valuation (to proximate stock options value),13.0,0.0,DOMAIN-TERM,DOMAIN-TERM
lstm-retriever,recurrent,fiqa,6867,Will there always be somebody selling/buying in every stock?,12.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION
conv-retriever,convolutional,fiqa,6867,Will there always be somebody selling/buying in every stock?,12.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION
mamba-retriever-fs,ssm,fiqa,6867,Will there always be somebody selling/buying in every stock?,12.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION
bert-base,transformer,fiqa,6890,Where does the money go when I buy stocks?,10.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION
lstm-retriever,recurrent,fiqa,6890,Where does the money go when I buy stocks?,10.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION
conv-retriever,convolutional,fiqa,6890,Where does the money go when I buy stocks?,10.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION
mamba-retriever-fs,ssm,fiqa,6890,Where does the money go when I buy stocks?,10.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION
bert-base,transformer,fiqa,6891,What is the theory behind Rick Van Ness's risk calculation in the video about diversification?,19.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION|DOMAIN-TERM
conv-retriever,convolutional,fiqa,6891,What is the theory behind Rick Van Ness's risk calculation in the video about diversification?,19.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION|DOMAIN-TERM
mamba-retriever-fs,ssm,fiqa,6891,What is the theory behind Rick Van Ness's risk calculation in the video about diversification?,19.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION|DOMAIN-TERM
bert-base,transformer,fiqa,7269,How do I track investment performance in Quicken across rollovers?,13.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION
gte-small,transformer,fiqa,7269,How do I track investment performance in Quicken across rollovers?,13.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION
lstm-retriever,recurrent,fiqa,7269,How do I track investment performance in Quicken across rollovers?,13.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION
conv-retriever,convolutional,fiqa,7269,How do I track investment performance in Quicken across rollovers?,13.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION
mamba-retriever-fs,ssm,fiqa,7269,How do I track investment performance in Quicken across rollovers?,13.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION
lstm-retriever,recurrent,fiqa,7345,What do these numbers mean? (futures),9.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION|DOMAIN-TERM
mamba-retriever-fs,ssm,fiqa,7345,What do these numbers mean? (futures),9.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION|DOMAIN-TERM
lstm-retriever,recurrent,fiqa,7441,"Since many brokers disallow investors from shorting sub-$5 stocks, why don't all companies split their stock until it is sub-$5",33.0,0.0,LEN-LONG,LEN-LONG|NUMERIC-ENTITY|NEGATION|MULTI-CONCEPT
mamba-retriever-fs,ssm,fiqa,7441,"Since many brokers disallow investors from shorting sub-$5 stocks, why don't all companies split their stock until it is sub-$5",33.0,0.0,LEN-LONG,LEN-LONG|NUMERIC-ENTITY|NEGATION|MULTI-CONCEPT
conv-retriever,convolutional,fiqa,776,"Can saving/investing 15% of your income starting age 25, likely make you a millionaire?",19.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION|NUMERIC-ENTITY|MULTI-CONCEPT
lstm-retriever,recurrent,fiqa,7823,Retirement Funds: Betterment vs Vanguard Life strategy vs Target Retirement,12.0,0.0,MULTI-CONCEPT,MULTI-CONCEPT
mamba-retriever-fs,ssm,fiqa,7823,Retirement Funds: Betterment vs Vanguard Life strategy vs Target Retirement,12.0,0.0,MULTI-CONCEPT,MULTI-CONCEPT
gte-small,transformer,fiqa,810,Can I open a bank account in the US remotely? Will I pay taxes for the money on it?,21.0,0.0,LEN-LONG,LEN-LONG|NATURAL-QUESTION
lstm-retriever,recurrent,fiqa,810,Can I open a bank account in the US remotely? Will I pay taxes for the money on it?,21.0,0.0,LEN-LONG,LEN-LONG|NATURAL-QUESTION
conv-retriever,convolutional,fiqa,810,Can I open a bank account in the US remotely? Will I pay taxes for the money on it?,21.0,0.0,LEN-LONG,LEN-LONG|NATURAL-QUESTION
mamba-retriever-fs,ssm,fiqa,810,Can I open a bank account in the US remotely? Will I pay taxes for the money on it?,21.0,0.0,LEN-LONG,LEN-LONG|NATURAL-QUESTION
minilm-l6-v2,transformer,fiqa,8275,Buy/Selling prices at the stock exchange represent someone Selling/Buying at that price?,17.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION
gte-small,transformer,fiqa,8275,Buy/Selling prices at the stock exchange represent someone Selling/Buying at that price?,17.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION
lstm-retriever,recurrent,fiqa,8275,Buy/Selling prices at the stock exchange represent someone Selling/Buying at that price?,17.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION
mamba-retriever-fs,ssm,fiqa,8275,Buy/Selling prices at the stock exchange represent someone Selling/Buying at that price?,17.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION
bert-base,transformer,fiqa,8378,Should I wait a few days to sell ESPP Stock?,12.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION
lstm-retriever,recurrent,fiqa,8378,Should I wait a few days to sell ESPP Stock?,12.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION
conv-retriever,convolutional,fiqa,8378,Should I wait a few days to sell ESPP Stock?,12.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION
lstm-retriever,recurrent,fiqa,8532,What do these options trading terms mean?,8.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION|DOMAIN-TERM
conv-retriever,convolutional,fiqa,8532,What do these options trading terms mean?,8.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION|DOMAIN-TERM
mamba-retriever-fs,ssm,fiqa,8532,What do these options trading terms mean?,8.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION|DOMAIN-TERM
minilm-l6-v2,transformer,fiqa,859,"Any reason to keep around my account with my old, 'big' bank?",16.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION|MULTI-CONCEPT
bert-base,transformer,fiqa,859,"Any reason to keep around my account with my old, 'big' bank?",16.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION|MULTI-CONCEPT
lstm-retriever,recurrent,fiqa,859,"Any reason to keep around my account with my old, 'big' bank?",16.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION|MULTI-CONCEPT
mamba-retriever-fs,ssm,fiqa,859,"Any reason to keep around my account with my old, 'big' bank?",16.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION|MULTI-CONCEPT
bert-base,transformer,fiqa,9487,Is a public company allowed to issue new shares below market price without consulting shareholders?,16.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION|NEGATION
gte-small,transformer,fiqa,9487,Is a public company allowed to issue new shares below market price without consulting shareholders?,16.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION|NEGATION
lstm-retriever,recurrent,fiqa,9487,Is a public company allowed to issue new shares below market price without consulting shareholders?,16.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION|NEGATION
mamba-retriever-fs,ssm,fiqa,9487,Is a public company allowed to issue new shares below market price without consulting shareholders?,16.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION|NEGATION
minilm-l6-v2,transformer,fiqa,9598,How do index funds actually work?,7.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION
gte-small,transformer,fiqa,9598,How do index funds actually work?,7.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION
conv-retriever,convolutional,fiqa,9598,How do index funds actually work?,7.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION
mamba-retriever-fs,ssm,fiqa,9598,How do index funds actually work?,7.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION
lstm-retriever,recurrent,fiqa,9633,Video recommendation for stock market education,6.0,0.0,UNCATEGORIZED,UNCATEGORIZED
mamba-retriever-fs,ssm,fiqa,9633,Video recommendation for stock market education,6.0,0.0,UNCATEGORIZED,UNCATEGORIZED
minilm-l6-v2,transformer,fiqa,9643,Is there any public data available to determine an ETF's holdings?,15.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION
bert-base,transformer,fiqa,9643,Is there any public data available to determine an ETF's holdings?,15.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION
lstm-retriever,recurrent,fiqa,9643,Is there any public data available to determine an ETF's holdings?,15.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION
conv-retriever,convolutional,fiqa,9643,Is there any public data available to determine an ETF's holdings?,15.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION
mamba-retriever-fs,ssm,fiqa,9643,Is there any public data available to determine an ETF's holdings?,15.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION
minilm-l6-v2,transformer,fiqa,9961,Employer rollover from 403b to 401k?,10.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION|NUMERIC-ENTITY|DOMAIN-TERM
bert-base,transformer,fiqa,9961,Employer rollover from 403b to 401k?,10.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION|NUMERIC-ENTITY|DOMAIN-TERM
gte-small,transformer,fiqa,9961,Employer rollover from 403b to 401k?,10.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION|NUMERIC-ENTITY|DOMAIN-TERM
lstm-retriever,recurrent,fiqa,9961,Employer rollover from 403b to 401k?,10.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION|NUMERIC-ENTITY|DOMAIN-TERM
conv-retriever,convolutional,fiqa,9961,Employer rollover from 403b to 401k?,10.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION|NUMERIC-ENTITY|DOMAIN-TERM
minilm-l6-v2,transformer,nfcorpus,PLAIN-1028,dietary scoring,2.0,0.0,LEN-SHORT,LEN-SHORT
bert-base,transformer,nfcorpus,PLAIN-1028,dietary scoring,2.0,0.0,LEN-SHORT,LEN-SHORT
lstm-retriever,recurrent,nfcorpus,PLAIN-1028,dietary scoring,2.0,0.0,LEN-SHORT,LEN-SHORT
conv-retriever,convolutional,nfcorpus,PLAIN-1028,dietary scoring,2.0,0.0,LEN-SHORT,LEN-SHORT
mamba-retriever-fs,ssm,nfcorpus,PLAIN-1028,dietary scoring,2.0,0.0,LEN-SHORT,LEN-SHORT
conv-retriever,convolutional,nfcorpus,PLAIN-1172,fenugreek,4.0,0.0,LEN-SHORT,LEN-SHORT
bert-base,transformer,nfcorpus,PLAIN-133,Starving Tumors of Their Blood Supply,6.0,0.095781,UNCATEGORIZED,UNCATEGORIZED
lstm-retriever,recurrent,nfcorpus,PLAIN-133,Starving Tumors of Their Blood Supply,6.0,0.0,UNCATEGORIZED,UNCATEGORIZED
conv-retriever,convolutional,nfcorpus,PLAIN-133,Starving Tumors of Their Blood Supply,6.0,0.0,UNCATEGORIZED,UNCATEGORIZED
mamba-retriever-fs,ssm,nfcorpus,PLAIN-133,Starving Tumors of Their Blood Supply,6.0,0.0,UNCATEGORIZED,UNCATEGORIZED
minilm-l6-v2,transformer,nfcorpus,PLAIN-1374,hormonal dysfunction,4.0,0.0,LEN-SHORT,LEN-SHORT
bert-base,transformer,nfcorpus,PLAIN-1374,hormonal dysfunction,4.0,0.0,LEN-SHORT,LEN-SHORT
gte-small,transformer,nfcorpus,PLAIN-1374,hormonal dysfunction,4.0,0.0,LEN-SHORT,LEN-SHORT
lstm-retriever,recurrent,nfcorpus,PLAIN-1463,kidney beans,2.0,0.0,LEN-SHORT,LEN-SHORT
conv-retriever,convolutional,nfcorpus,PLAIN-1463,kidney beans,2.0,0.0,LEN-SHORT,LEN-SHORT
bert-base,transformer,nfcorpus,PLAIN-1579,mastitis,2.0,0.0,LEN-SHORT,LEN-SHORT
conv-retriever,convolutional,nfcorpus,PLAIN-1579,mastitis,2.0,0.0,LEN-SHORT,LEN-SHORT
mamba-retriever-fs,ssm,nfcorpus,PLAIN-1579,mastitis,2.0,0.0,LEN-SHORT,LEN-SHORT
lstm-retriever,recurrent,nfcorpus,PLAIN-175,Diet and Cellulite,5.0,0.047891,LEN-SHORT,LEN-SHORT|MULTI-CONCEPT
conv-retriever,convolutional,nfcorpus,PLAIN-175,Diet and Cellulite,5.0,0.0,LEN-SHORT,LEN-SHORT|MULTI-CONCEPT
gte-small,transformer,nfcorpus,PLAIN-2220,tempeh,3.0,0.0,LEN-SHORT,LEN-SHORT
lstm-retriever,recurrent,nfcorpus,PLAIN-2220,tempeh,3.0,0.0,LEN-SHORT,LEN-SHORT
conv-retriever,convolutional,nfcorpus,PLAIN-2220,tempeh,3.0,0.0,LEN-SHORT,LEN-SHORT
mamba-retriever-fs,ssm,nfcorpus,PLAIN-2220,tempeh,3.0,0.0,LEN-SHORT,LEN-SHORT
bert-base,transformer,nfcorpus,PLAIN-2301,uterine health,3.0,0.0,LEN-SHORT,LEN-SHORT
lstm-retriever,recurrent,nfcorpus,PLAIN-2301,uterine health,3.0,0.0,LEN-SHORT,LEN-SHORT
conv-retriever,convolutional,nfcorpus,PLAIN-2301,uterine health,3.0,0.0,LEN-SHORT,LEN-SHORT
mamba-retriever-fs,ssm,nfcorpus,PLAIN-2301,uterine health,3.0,0.0,LEN-SHORT,LEN-SHORT
bert-base,transformer,nfcorpus,PLAIN-2460,Diabetes as a Disease of Fat Toxicity,7.0,0.090647,DOMAIN-TERM,DOMAIN-TERM
lstm-retriever,recurrent,nfcorpus,PLAIN-2460,Diabetes as a Disease of Fat Toxicity,7.0,0.086499,DOMAIN-TERM,DOMAIN-TERM
mamba-retriever-fs,ssm,nfcorpus,PLAIN-2460,Diabetes as a Disease of Fat Toxicity,7.0,0.030216,DOMAIN-TERM,DOMAIN-TERM
lstm-retriever,recurrent,nfcorpus,PLAIN-2570,Diabetics Should Take Their Pulses,7.0,0.0,UNCATEGORIZED,UNCATEGORIZED
conv-retriever,convolutional,nfcorpus,PLAIN-2570,Diabetics Should Take Their Pulses,7.0,0.0,UNCATEGORIZED,UNCATEGORIZED
mamba-retriever-fs,ssm,nfcorpus,PLAIN-2570,Diabetics Should Take Their Pulses,7.0,0.0,UNCATEGORIZED,UNCATEGORIZED
minilm-l6-v2,transformer,nfcorpus,PLAIN-2620,Phytates for the Treatment of Cancer,8.0,0.052836,UNCATEGORIZED,UNCATEGORIZED
gte-small,transformer,nfcorpus,PLAIN-2620,Phytates for the Treatment of Cancer,8.0,0.024455,UNCATEGORIZED,UNCATEGORIZED
lstm-retriever,recurrent,nfcorpus,PLAIN-2620,Phytates for the Treatment of Cancer,8.0,0.078398,UNCATEGORIZED,UNCATEGORIZED
conv-retriever,convolutional,nfcorpus,PLAIN-2620,Phytates for the Treatment of Cancer,8.0,0.0,UNCATEGORIZED,UNCATEGORIZED
mamba-retriever-fs,ssm,nfcorpus,PLAIN-2620,Phytates for the Treatment of Cancer,8.0,0.085143,UNCATEGORIZED,UNCATEGORIZED
minilm-l6-v2,transformer,nfcorpus,PLAIN-2660,How Long to Detox From Fish Before Pregnancy?,10.0,0.085143,NATURAL-QUESTION,NATURAL-QUESTION
lstm-retriever,recurrent,nfcorpus,PLAIN-2660,How Long to Detox From Fish Before Pregnancy?,10.0,0.0,NATURAL-QUESTION,NATURAL-QUESTION
conv-retriever,convolutional,nfcorpus,PLAIN-2660,How Long to Detox From Fish Before Pregnancy?,10.0,0.069431,NATURAL-QUESTION,NATURAL-QUESTION
mamba-retriever-fs,ssm,nfcorpus,PLAIN-2660,How Long to Detox From Fish Before Pregnancy?,10.0,0.085143,NATURAL-QUESTION,NATURAL-QUESTION
mamba-retriever-fs,ssm,nfcorpus,PLAIN-2770,Flaxseeds & Breast Cancer Survival: Clinical Evidence,11.0,0.089924,UNCATEGORIZED,UNCATEGORIZED
lstm-retriever,recurrent,nfcorpus,PLAIN-3191,Is Distilled Fish Oil Toxin-Free?,10.0,0.044552,NATURAL-QUESTION,NATURAL-QUESTION
